Country,Code,Income_group,Year,Animal_calories,GDP,Population
Latvia,LVA,High income,1894,,,1953870
Latvia,LVA,High income,1806,,,590588
Latvia,LVA,High income,1807,,,590588
Latvia,LVA,High income,1934,,,1899421
Latvia,LVA,High income,1935,,,1904459
Latvia,LVA,High income,1842,,,844826
Latvia,LVA,High income,1812,,,590588
Latvia,LVA,High income,1813,,,590588
Latvia,LVA,High income,1939,,,1923433
Latvia,LVA,High income,1940,,,1925912
Latvia,LVA,High income,1941,,,1927089
Latvia,LVA,High income,1818,,,590588
Latvia,LVA,High income,1819,,,592524
Latvia,LVA,High income,1820,,,596429
Latvia,LVA,High income,1869,,,1306496
Latvia,LVA,High income,1870,,,1327699
Latvia,LVA,High income,1000,,,66543
Latvia,LVA,High income,1961,4.705654281,,2182716
Latvia,LVA,High income,-1000,,,19920
Latvia,LVA,High income,1875,,,1438990
Latvia,LVA,High income,1964,4.663755459,,2262862
Latvia,LVA,High income,1965,4.756689484,,2287813
Latvia,LVA,High income,1878,,,1510193
Latvia,LVA,High income,1879,,,1534702
Latvia,LVA,High income,1968,5.332121212,,2355476
Latvia,LVA,High income,1969,5.463030303,,2376691
Latvia,LVA,High income,1972,5.822168088,,2438490
Latvia,LVA,High income,1973,5.737142857,12506,2457030
Latvia,LVA,High income,1958,,,2101587
Latvia,LVA,High income,1838,,,791623
Latvia,LVA,High income,1885,,,1690336
Latvia,LVA,High income,1886,,,1717768
Latvia,LVA,High income,1887,,,1745645
Latvia,LVA,High income,2013,6.423440454,20129,2031491
Latvia,LVA,High income,1790,,,381557
Latvia,LVA,High income,1800,,,590588
Latvia,LVA,High income,1801,,,590588
Latvia,LVA,High income,1992,7.665338645,9411.1953125,2662885
Latvia,LVA,High income,1803,,,590588
Latvia,LVA,High income,1893,,,1922668
Latvia,LVA,High income,1995,7.099251546,8709.0703125,2570150
Latvia,LVA,High income,-7000,,,311
Latvia,LVA,High income,-6000,,,622
Latvia,LVA,High income,1998,5.775904461,10429.7666015625,2462333
Latvia,LVA,High income,1808,,,590588
Latvia,LVA,High income,-2000,,,9960
Latvia,LVA,High income,1937,,,1914575
Latvia,LVA,High income,1811,,,590588
Latvia,LVA,High income,2001,5.493959268,12103.828125,2359255
Latvia,LVA,High income,200,,,44146
Latvia,LVA,High income,1967,5.25308642,,2333511
Latvia,LVA,High income,1993,7.251684017,8439.330078125,2638889
Latvia,LVA,High income,1994,7.22621298,8704.2666015625,2606464
Latvia,LVA,High income,1880,,,1559608
Latvia,LVA,High income,700,,,57052
Latvia,LVA,High income,1997,6.077423775,9773.4990234375,2498881
Latvia,LVA,High income,1883,,,1636779
Latvia,LVA,High income,1999,5.690736175,10707.7060546875,2426357
Latvia,LVA,High income,1872,,,1371144
Latvia,LVA,High income,1963,5.012484395,,2236423
Latvia,LVA,High income,1874,,,1416010
Latvia,LVA,High income,1780,,,327049
Latvia,LVA,High income,2002,5.794342762,13015.474609375,2326150
Latvia,LVA,High income,1814,,,590588
Latvia,LVA,High income,2004,6.146246344,15371.181640625,2263453
Latvia,LVA,High income,2005,6.156001273,17069.65625,2233165
Latvia,LVA,High income,500,,,51489
Latvia,LVA,High income,1971,5.606724707,,2418302
Latvia,LVA,High income,1957,,,2077358
Latvia,LVA,High income,800,,,60055
Latvia,LVA,High income,1839,,,804602
Latvia,LVA,High income,1840,,,817792
Latvia,LVA,High income,2012,6.761904762,19405,2053635
Latvia,LVA,High income,1924,,,1846572
Latvia,LVA,High income,1912,,,2370168
Latvia,LVA,High income,1760,,,240281
Latvia,LVA,High income,1914,,,2220548
Latvia,LVA,High income,300,,,46469
Latvia,LVA,High income,400,,,48915
Latvia,LVA,High income,1917,,,2013639
Latvia,LVA,High income,1909,,,2463086
Latvia,LVA,High income,600,,,54199
Latvia,LVA,High income,1882,,,1610640
Latvia,LVA,High income,900,,,63216
Latvia,LVA,High income,1823,,,620277
Latvia,LVA,High income,1936,,,1909510
Latvia,LVA,High income,1810,,,590588
Latvia,LVA,High income,1770,,,280327
Latvia,LVA,High income,1913,,,2294139
Latvia,LVA,High income,1962,4.836236934,,2210152
Latvia,LVA,High income,2003,6.034788316,14142.1240234375,2294342
Latvia,LVA,High income,1916,,,2080373
Latvia,LVA,High income,1816,,,590588
Latvia,LVA,High income,1918,,,1949366
Latvia,LVA,High income,1881,,,1584919
Latvia,LVA,High income,1955,,,2032506
Latvia,LVA,High income,1921,,,1843476
Latvia,LVA,High income,1884,,,1663342
Latvia,LVA,High income,1200,,,73732
Latvia,LVA,High income,1873,,,1393396
Latvia,LVA,High income,1825,,,640782
Latvia,LVA,High income,1750,,,205955
Latvia,LVA,High income,1911,,,2423903
Latvia,LVA,High income,1828,,,672817
Latvia,LVA,High income,1815,,,590588
Latvia,LVA,High income,1830,,,695058
Latvia,LVA,High income,1817,,,590588
Latvia,LVA,High income,1954,,,2010067
Latvia,LVA,High income,1700,,,95288
Latvia,LVA,High income,1821,,,602334
Latvia,LVA,High income,1822,,,610273
Latvia,LVA,High income,2011,7.236340534,18428,2076974
Latvia,LVA,High income,1837,,,778855
Latvia,LVA,High income,1923,,,1841155
Latvia,LVA,High income,1826,,,651287
Latvia,LVA,High income,1945,,,1922651
Latvia,LVA,High income,2000,5.812567325,11309.740234375,2392536
Latvia,LVA,High income,1915,,,2149318
Latvia,LVA,High income,1400,,,81697
Latvia,LVA,High income,1831,,,706453
Latvia,LVA,High income,1600,,,90523
Latvia,LVA,High income,1951,,,1944999
Latvia,LVA,High income,1956,,,2054645
Latvia,LVA,High income,1970,5.521311475,,2397412
Latvia,LVA,High income,1943,,,1925522
Latvia,LVA,High income,1809,,,590588
Latvia,LVA,High income,1944,,,1924086
Latvia,LVA,High income,1740,,,176533
Latvia,LVA,High income,1720,,,129697
Latvia,LVA,High income,1946,,,1921217
Latvia,LVA,High income,1827,,,661965
Latvia,LVA,High income,2006,6.533457828,19128.689453125,2203917
Latvia,LVA,High income,1500,,,85997
Latvia,LVA,High income,1966,4.95356809,,2310943
Latvia,LVA,High income,1824,,,630446
Latvia,LVA,High income,2010,7.414540816,17140.2265625,2101537
Latvia,LVA,High income,2007,6.961088263,21042.3671875,2176059
Latvia,LVA,High income,1835,,,753932
Latvia,LVA,High income,1948,,,1918353
Latvia,LVA,High income,1947,,,1919785
Latvia,LVA,High income,1100,,,70045
Latvia,LVA,High income,1949,,,1920604
Latvia,LVA,High income,2008,7.46024707,20342.19921875,2150411
Latvia,LVA,High income,1836,,,766292
Latvia,LVA,High income,1952,,,1967170
Latvia,LVA,High income,1710,,,111169
Latvia,LVA,High income,1834,,,741771
Latvia,LVA,High income,1919,,,1899867
Latvia,LVA,High income,1730,,,151314
Latvia,LVA,High income,1922,,,1835755
Latvia,LVA,High income,1950,,,1922524
Latvia,LVA,High income,1829,,,683847
Latvia,LVA,High income,2009,7.383742911,17582.111328125,2126268
Latvia,LVA,High income,1833,,,729807
Latvia,LVA,High income,1832,,,718035
Latvia,LVA,High income,1300,,,77612
Latvia,LVA,High income,1953,,,1988469
Latvia,LVA,High income,1920,,,1864711
Lebanon,LBN,Upper middle income,1942,,,1144391
Lebanon,LBN,Upper middle income,1822,,,336837
Lebanon,LBN,Upper middle income,1965,3.522653722,6572,2087452
Lebanon,LBN,Upper middle income,1821,,,334559
Lebanon,LBN,Upper middle income,1963,3.400329489,5973,1971511
Lebanon,LBN,Upper middle income,1941,,,1123337
Lebanon,LBN,Upper middle income,1964,3.474583164,6156,2030450
Lebanon,LBN,Upper middle income,2003,4.454033771,8671.1875,4504807
Lebanon,LBN,Upper middle income,1819,,,330473
Lebanon,LBN,Upper middle income,1962,3.144827586,6089,1911960
Lebanon,LBN,Upper middle income,1940,,,1102670
Lebanon,LBN,Upper middle income,1969,3.399046105,6824,2323825
Lebanon,LBN,Upper middle income,1966,3.732142857,6811,2145655
Lebanon,LBN,Upper middle income,1824,,,341726
Lebanon,LBN,Upper middle income,1947,,,1255732
Lebanon,LBN,Upper middle income,2002,4.448929664,8248.1005859375,4446663
Lebanon,LBN,Upper middle income,1943,,,1165840
Lebanon,LBN,Upper middle income,1818,,,328661
Lebanon,LBN,Upper middle income,600,,,620575
Lebanon,LBN,Upper middle income,2021,,,5592626
Lebanon,LBN,Upper middle income,1932,,,950451
Lebanon,LBN,Upper middle income,500,,,696255
Lebanon,LBN,Upper middle income,1300,,,508000
Lebanon,LBN,Upper middle income,1961,2.926829268,6027,1853299
Lebanon,LBN,Upper middle income,1968,3.496296296,6876,2262290
Lebanon,LBN,Upper middle income,2007,4.222431668,11276.5068359375,4809608
Lebanon,LBN,Upper middle income,1933,,,968265
Lebanon,LBN,Upper middle income,1710,,,412800
Lebanon,LBN,Upper middle income,1931,,,932965
Lebanon,LBN,Upper middle income,2012,3.759301197,16315,5178338
Lebanon,LBN,Upper middle income,2006,4.345268542,10236.8681640625,4719874
Lebanon,LBN,Upper middle income,1970,3.411013567,7084,2381799
Lebanon,LBN,Upper middle income,1935,,,1004901
Lebanon,LBN,Upper middle income,1975,3.066064834,5742,2691590
Lebanon,LBN,Upper middle income,2011,3.785028791,16230,5045061
Lebanon,LBN,Upper middle income,1817,,,326999
Lebanon,LBN,Upper middle income,1973,3.343188174,8397,2569851
Lebanon,LBN,Upper middle income,1939,,,1082383
Lebanon,LBN,Upper middle income,2000,4.330900243,7405.70703125,4320650
Lebanon,LBN,Upper middle income,1948,,,1279268
Lebanon,LBN,Upper middle income,1934,,,986413
Lebanon,LBN,Upper middle income,1974,3.290167866,8383,2632884
Lebanon,LBN,Upper middle income,1720,,,404706
Lebanon,LBN,Upper middle income,1979,3.795620438,4536,2902166
Lebanon,LBN,Upper middle income,1938,,,1062470
Lebanon,LBN,Upper middle income,2019,,,5781912
Lebanon,LBN,Upper middle income,1946,,,1232629
Lebanon,LBN,Upper middle income,2010,3.889943074,15622.3671875,4995799
Lebanon,LBN,Upper middle income,1200,,,483666
Lebanon,LBN,Upper middle income,1816,,,325346
Lebanon,LBN,Upper middle income,1813,,,320438
Lebanon,LBN,Upper middle income,1864,,,453312
Lebanon,LBN,Upper middle income,2001,4.132689988,7836.82666015625,4389201
Lebanon,LBN,Upper middle income,1949,,,1305525
Lebanon,LBN,Upper middle income,1855,,,426396
Lebanon,LBN,Upper middle income,1856,,,429306
Lebanon,LBN,Upper middle income,1936,,,1023735
Lebanon,LBN,Upper middle income,1832,,,362004
Lebanon,LBN,Upper middle income,2008,4.397825392,12479.107421875,4887615
Lebanon,LBN,Upper middle income,1945,,,1209952
Lebanon,LBN,Upper middle income,1814,,,322065
Lebanon,LBN,Upper middle income,1815,,,323702
Lebanon,LBN,Upper middle income,1972,3.26735834,8228,2505964
Lebanon,LBN,Upper middle income,1863,,,450239
Lebanon,LBN,Upper middle income,1985,3.608591885,5895,3226746
Lebanon,LBN,Upper middle income,1865,,,456405
Lebanon,LBN,Upper middle income,1854,,,423506
Lebanon,LBN,Upper middle income,1867,,,462655
Lebanon,LBN,Upper middle income,1868,,,465811
Lebanon,LBN,Upper middle income,2020,,,5662924
Lebanon,LBN,Upper middle income,1967,3.590601354,6295,2203210
Lebanon,LBN,Upper middle income,1955,,7010,1556332
Lebanon,LBN,Upper middle income,1944,,,1187691
Lebanon,LBN,Upper middle income,1860,,,441146
Lebanon,LBN,Upper middle income,1823,,,339273
Lebanon,LBN,Upper middle income,1811,,,317206
Lebanon,LBN,Upper middle income,1812,,,318818
Lebanon,LBN,Upper middle income,1999,4.178592549,7147.5546875,4250024
Lebanon,LBN,Upper middle income,0,,,593297
Lebanon,LBN,Upper middle income,1866,,,459519
Lebanon,LBN,Upper middle income,300,,,876428
Lebanon,LBN,Upper middle income,1894,,,486330
Lebanon,LBN,Upper middle income,1895,,,486929
Lebanon,LBN,Upper middle income,1871,,,472226
Lebanon,LBN,Upper middle income,1858,,,435186
Lebanon,LBN,Upper middle income,1971,3.42128338,7533,2442141
Lebanon,LBN,Upper middle income,1834,,,367259
Lebanon,LBN,Upper middle income,1996,3.445592705,6567.400390625,4034250
Lebanon,LBN,Upper middle income,1861,,,444157
Lebanon,LBN,Upper middle income,1862,,,447188
Lebanon,LBN,Upper middle income,1100,,,459333
Lebanon,LBN,Upper middle income,1904,,,543279
Lebanon,LBN,Upper middle income,100,,,675700
Lebanon,LBN,Upper middle income,1500,,,435000
Lebanon,LBN,Upper middle income,1600,,,508000
Lebanon,LBN,Upper middle income,1700,,,435000
Lebanon,LBN,Upper middle income,400,,,781165
Lebanon,LBN,Upper middle income,1872,,,473332
Lebanon,LBN,Upper middle income,1859,,,438156
Lebanon,LBN,Upper middle income,1857,,,432236
Lebanon,LBN,Upper middle income,1899,,,491758
Lebanon,LBN,Upper middle income,1835,,,369914
Lebanon,LBN,Upper middle income,1836,,,372590
Lebanon,LBN,Upper middle income,1882,,,479202
Lebanon,LBN,Upper middle income,1883,,,479792
Lebanon,LBN,Upper middle income,1400,,,406000
Lebanon,LBN,Upper middle income,1987,3.175765646,6202,3390870
Lebanon,LBN,Upper middle income,1988,3.247841382,4385,3457153
Lebanon,LBN,Upper middle income,1989,3.174760285,2488,3525517
Lebanon,LBN,Upper middle income,1910,,,630780
Lebanon,LBN,Upper middle income,200,,,769547
Lebanon,LBN,Upper middle income,1833,,,364622
Lebanon,LBN,Upper middle income,1954,,6668,1512267
Lebanon,LBN,Upper middle income,1874,,,474501
Lebanon,LBN,Upper middle income,1809,,,313999
Lebanon,LBN,Upper middle income,1997,4.299940723,6581.05322265625,4107559
Lebanon,LBN,Upper middle income,1998,3.966735967,6994.15673828125,4178786
Lebanon,LBN,Upper middle income,-1000,,,423784
Lebanon,LBN,Upper middle income,1930,,,915800
Lebanon,LBN,Upper middle income,1851,,,414951
Lebanon,LBN,Upper middle income,1852,,,417783
Lebanon,LBN,Upper middle income,1853,,,420635
Lebanon,LBN,Upper middle income,1976,3.072933549,2442,3070422
Lebanon,LBN,Upper middle income,1911,,,644209
Lebanon,LBN,Upper middle income,1898,,,488727
Lebanon,LBN,Upper middle income,1937,,,1042923
Lebanon,LBN,Upper middle income,1808,,,312412
Lebanon,LBN,Upper middle income,1980,4.290060134,4608,2963707
Lebanon,LBN,Upper middle income,700,,,553122
Lebanon,LBN,Upper middle income,800,,,493000
Lebanon,LBN,Upper middle income,900,,,464000
Lebanon,LBN,Upper middle income,1000,,,435000
Lebanon,LBN,Upper middle income,1825,,,344197
Lebanon,LBN,Upper middle income,1826,,,346686
Lebanon,LBN,Upper middle income,1827,,,349194
Lebanon,LBN,Upper middle income,1840,,,383485
Lebanon,LBN,Upper middle income,1977,3.392829901,4417,3457617
Lebanon,LBN,Upper middle income,1912,,,656959
Lebanon,LBN,Upper middle income,1831,,,359405
Lebanon,LBN,Upper middle income,1950,,3872,1349596
Lebanon,LBN,Upper middle income,1993,3.601476015,5053.2802734375,3818800
Lebanon,LBN,Upper middle income,1981,4.350751611,4549,3027229
Lebanon,LBN,Upper middle income,1982,4.290985033,2823,3070139
Lebanon,LBN,Upper middle income,1983,4.254358974,3402,3106996
Lebanon,LBN,Upper middle income,1984,3.861554123,4828,3163561
Lebanon,LBN,Upper middle income,1986,3.447761194,5400,3308021
Lebanon,LBN,Upper middle income,1838,,,377998
Lebanon,LBN,Upper middle income,1839,,,380731
Lebanon,LBN,Upper middle income,1893,,,485733
Lebanon,LBN,Upper middle income,2013,3.825179387,15055,5678859
Lebanon,LBN,Upper middle income,2004,4.385511811,9491.6103515625,4574799
Lebanon,LBN,Upper middle income,1991,3.15757391,4326.29931640625,3666735
Lebanon,LBN,Upper middle income,2005,4.367713004,9933.08203125,4643052
Lebanon,LBN,Upper middle income,1992,3.380454825,4618.00537109375,3745410
Lebanon,LBN,Upper middle income,1994,3.476248477,5585.6669921875,3888152
Lebanon,LBN,Upper middle income,1810,,,315603
Lebanon,LBN,Upper middle income,1928,,,882413
Lebanon,LBN,Upper middle income,1929,,,898952
Lebanon,LBN,Upper middle income,1850,,,412137
Lebanon,LBN,Upper middle income,1891,,,484539
Lebanon,LBN,Upper middle income,1892,,,485136
Lebanon,LBN,Upper middle income,1906,,,571900
Lebanon,LBN,Upper middle income,1885,,,480975
Lebanon,LBN,Upper middle income,1978,3.267267267,4218,3183407
Lebanon,LBN,Upper middle income,1896,,,487528
Lebanon,LBN,Upper middle income,1913,,2311,668996
Lebanon,LBN,Upper middle income,1897,,,488127
Lebanon,LBN,Upper middle income,1873,,,473916
Lebanon,LBN,Upper middle income,1952,,5327,1428098
Lebanon,LBN,Upper middle income,1900,,,497284
Lebanon,LBN,Upper middle income,1901,,,505372
Lebanon,LBN,Upper middle income,1902,,,516091
Lebanon,LBN,Upper middle income,2009,4.426208651,14039.3466796875,4951138
Lebanon,LBN,Upper middle income,1905,,,557406
Lebanon,LBN,Upper middle income,1884,,,480383
Lebanon,LBN,Upper middle income,1800,,,3e+05
Lebanon,LBN,Upper middle income,1820,,1084,332439
Lebanon,LBN,Upper middle income,1869,,,468461
Lebanon,LBN,Upper middle income,1888,,,482754
Lebanon,LBN,Upper middle income,1830,,,356824
Lebanon,LBN,Upper middle income,-9000,,,28715
Lebanon,LBN,Upper middle income,-8000,,,40202
Lebanon,LBN,Upper middle income,1875,,,475086
Lebanon,LBN,Upper middle income,1879,,,477434
Lebanon,LBN,Upper middle income,1880,,,478023
Lebanon,LBN,Upper middle income,1837,,,375284
Lebanon,LBN,Upper middle income,1958,,5510,1697138
Lebanon,LBN,Upper middle income,1890,,,483944
Lebanon,LBN,Upper middle income,1878,,,476846
Lebanon,LBN,Upper middle income,1907,,,586771
Lebanon,LBN,Upper middle income,1990,2.999072069,3086,3593705
Lebanon,LBN,Upper middle income,1909,,,616709
Lebanon,LBN,Upper middle income,1804,,,306143
Lebanon,LBN,Upper middle income,1805,,,307699
Lebanon,LBN,Upper middle income,1730,,,396770
Lebanon,LBN,Upper middle income,1995,3.386018237,6095.39697265625,3959642
Lebanon,LBN,Upper middle income,1848,,,406240
Lebanon,LBN,Upper middle income,1849,,,409178
Lebanon,LBN,Upper middle income,-2000,,,302702
Lebanon,LBN,Upper middle income,-4000,,,154440
Lebanon,LBN,Upper middle income,1790,,,352321
Lebanon,LBN,Upper middle income,1918,,,732870
Lebanon,LBN,Upper middle income,1801,,,301524
Lebanon,LBN,Upper middle income,1908,,,602029
Lebanon,LBN,Upper middle income,1887,,,482161
Lebanon,LBN,Upper middle income,1829,,,354262
Lebanon,LBN,Upper middle income,1842,,,389051
Lebanon,LBN,Upper middle income,1807,,,310833
Lebanon,LBN,Upper middle income,1740,,,388990
Lebanon,LBN,Upper middle income,1750,,,381363
Lebanon,LBN,Upper middle income,1760,,,373886
Lebanon,LBN,Upper middle income,1770,,,366554
Lebanon,LBN,Upper middle income,1903,,,529511
Lebanon,LBN,Upper middle income,-5000,,,110314
Lebanon,LBN,Upper middle income,1951,,5150,1388220
Lebanon,LBN,Upper middle income,1780,,,359367
Lebanon,LBN,Upper middle income,1841,,,386258
Lebanon,LBN,Upper middle income,1828,,,351719
Lebanon,LBN,Upper middle income,1803,,,304596
Lebanon,LBN,Upper middle income,2014,,13416,6274345
Lebanon,LBN,Upper middle income,1843,,,391865
Lebanon,LBN,Upper middle income,1806,,,309262
Lebanon,LBN,Upper middle income,1925,,,834600
Lebanon,LBN,Upper middle income,1926,,,850243
Lebanon,LBN,Upper middle income,1927,,,866178
Lebanon,LBN,Upper middle income,1881,,,478612
Lebanon,LBN,Upper middle income,1877,,,476259
Lebanon,LBN,Upper middle income,1922,,,789378
Lebanon,LBN,Upper middle income,1919,,,746606
Lebanon,LBN,Upper middle income,1959,,5818,1746551
Lebanon,LBN,Upper middle income,1960,,5812,1798095
Lebanon,LBN,Upper middle income,1870,,1514,470601
Lebanon,LBN,Upper middle income,1915,,,693734
Lebanon,LBN,Upper middle income,1886,,,481567
Lebanon,LBN,Upper middle income,1844,,,394699
Lebanon,LBN,Upper middle income,1917,,,719387
Lebanon,LBN,Upper middle income,1920,,,760599
Lebanon,LBN,Upper middle income,1953,,5968,1469433
Lebanon,LBN,Upper middle income,-3000,,,216216
Lebanon,LBN,Upper middle income,1921,,,774855
Lebanon,LBN,Upper middle income,1845,,,397553
Lebanon,LBN,Upper middle income,1846,,,400428
Lebanon,LBN,Upper middle income,1957,,6599,1649154
Lebanon,LBN,Upper middle income,2016,,12972,6258628
Lebanon,LBN,Upper middle income,-10000,,,20511
Lebanon,LBN,Upper middle income,2017,,12880.78125,6109255
Lebanon,LBN,Upper middle income,1847,,,403324
Lebanon,LBN,Upper middle income,1876,,,475672
Lebanon,LBN,Upper middle income,1924,,,819245
Lebanon,LBN,Upper middle income,1916,,,706444
Lebanon,LBN,Upper middle income,1914,,,681253
Lebanon,LBN,Upper middle income,1956,,6663,1601858
Lebanon,LBN,Upper middle income,-6000,,,78796
Lebanon,LBN,Upper middle income,2015,,12953,6398941
Lebanon,LBN,Upper middle income,1889,,,483349
Lebanon,LBN,Upper middle income,1923,,,804173
Lebanon,LBN,Upper middle income,-7000,,,56282
Lebanon,LBN,Upper middle income,2018,,12558.966796875,5950842
Lebanon,LBN,Upper middle income,1802,,,303056
Lesotho,LSO,Lower middle income,1987,2.263919334,1621,1698946
Lesotho,LSO,Lower middle income,1993,1.753470761,1903.67614746094,1885486
Lesotho,LSO,Lower middle income,1803,,,276361
Lesotho,LSO,Lower middle income,1922,,,405150
Lesotho,LSO,Lower middle income,1804,,,276361
Lesotho,LSO,Lower middle income,1986,2.305231301,1645,1659800
Lesotho,LSO,Lower middle income,1928,,,459000
Lesotho,LSO,Lower middle income,1960,,813,737851
Lesotho,LSO,Lower middle income,1924,,,422359
Lesotho,LSO,Lower middle income,1927,,,449552
Lesotho,LSO,Lower middle income,1923,,,413665
Lesotho,LSO,Lower middle income,1898,,,280420
Lesotho,LSO,Lower middle income,1994,1.614968815,1924.0947265625,1910648
Lesotho,LSO,Lower middle income,2014,,2644,2095251
Lesotho,LSO,Lower middle income,1925,,,431235
Lesotho,LSO,Lower middle income,2001,1.60804829,1997.35754394531,1999478
Lesotho,LSO,Lower middle income,1760,,,98627
Lesotho,LSO,Lower middle income,2017,,2720.65356445312,2170622
Lesotho,LSO,Lower middle income,1995,1.526132404,1888.69897460938,1934085
Lesotho,LSO,Lower middle income,1926,,,440298
Lesotho,LSO,Lower middle income,1800,,,276361
Lesotho,LSO,Lower middle income,1807,,,276361
Lesotho,LSO,Lower middle income,1770,,,102399
Lesotho,LSO,Lower middle income,2000,1.574329813,1967.43334960938,1998632
Lesotho,LSO,Lower middle income,1921,,,397223
Lesotho,LSO,Lower middle income,1809,,,276361
Lesotho,LSO,Lower middle income,1961,2.173869846,813,760899
Lesotho,LSO,Lower middle income,1780,,,106543
Lesotho,LSO,Lower middle income,1962,2.25748503,918,784691
Lesotho,LSO,Lower middle income,1897,,,277776
Lesotho,LSO,Lower middle income,1997,1.502919099,1940.310546875,1972588
Lesotho,LSO,Lower middle income,1802,,,276361
Lesotho,LSO,Lower middle income,-6000,,,739
Lesotho,LSO,Lower middle income,1808,,,276361
Lesotho,LSO,Lower middle income,1919,,,383062
Lesotho,LSO,Lower middle income,1810,,,276361
Lesotho,LSO,Lower middle income,1985,2.485689506,1600,1616700
Lesotho,LSO,Lower middle income,1790,,,111118
Lesotho,LSO,Lower middle income,1837,,,215347
Lesotho,LSO,Lower middle income,1988,2.082716587,1736,1733736
Lesotho,LSO,Lower middle income,1813,,,276361
Lesotho,LSO,Lower middle income,1805,,,276361
Lesotho,LSO,Lower middle income,1806,,,276361
Lesotho,LSO,Lower middle income,1840,,,206065
Lesotho,LSO,Lower middle income,1998,1.400906469,1922.67944335938,1985651
Lesotho,LSO,Lower middle income,1917,,,371040
Lesotho,LSO,Lower middle income,1920,,,389867
Lesotho,LSO,Lower middle income,1999,1.529315961,1923.90319824219,1994247
Lesotho,LSO,Lower middle income,1984,2.751847023,1589,1573278
Lesotho,LSO,Lower middle income,1846,,,188684
Lesotho,LSO,Lower middle income,1836,,,218533
Lesotho,LSO,Lower middle income,2003,1.552025417,2003.08984375,1993034
Lesotho,LSO,Lower middle income,2004,1.537977174,2004.06018066406,1985386
Lesotho,LSO,Lower middle income,1801,,,276361
Lesotho,LSO,Lower middle income,1992,1.734676742,1914.62377929688,1858515
Lesotho,LSO,Lower middle income,1996,1.423728814,1931.66076660156,1955102
Lesotho,LSO,Lower middle income,1964,2.049309665,1054,834218
Lesotho,LSO,Lower middle income,1841,,,203061
Lesotho,LSO,Lower middle income,1929,,,468567
Lesotho,LSO,Lower middle income,1930,,,478254
Lesotho,LSO,Lower middle income,1918,,,376792
Lesotho,LSO,Lower middle income,1845,,,191475
Lesotho,LSO,Lower middle income,1958,,764,694363
Lesotho,LSO,Lower middle income,2002,1.60254372,1959.02795410156,1997537
Lesotho,LSO,Lower middle income,1878,,,232006
Lesotho,LSO,Lower middle income,1879,,,234216
Lesotho,LSO,Lower middle income,2005,1.564472146,2013.80773925781,1977428
Lesotho,LSO,Lower middle income,1991,1.67114094,1853.54296875,1829515
Lesotho,LSO,Lower middle income,2018,,2731.46606445312,2198030
Lesotho,LSO,Lower middle income,1990,1.708404803,1882,1799004
Lesotho,LSO,Lower middle income,1839,,,209114
Lesotho,LSO,Lower middle income,1980,2.236387782,1589,1407685
Lesotho,LSO,Lower middle income,1981,2.089732528,1564,1447508
Lesotho,LSO,Lower middle income,1843,,,197183
Lesotho,LSO,Lower middle income,1983,3.031236628,1561,1530334
Lesotho,LSO,Lower middle income,1892,,,264924
Lesotho,LSO,Lower middle income,1959,,773,715634
Lesotho,LSO,Lower middle income,1894,,,269992
Lesotho,LSO,Lower middle income,1895,,,272562
Lesotho,LSO,Lower middle income,2015,,2710,2118532
Lesotho,LSO,Lower middle income,2006,1.815799615,2056.32958984375,1976787
Lesotho,LSO,Lower middle income,1882,,,240972
Lesotho,LSO,Lower middle income,1963,2.009615385,995,809146
Lesotho,LSO,Lower middle income,2008,1.640344019,2177.857421875,1995016
Lesotho,LSO,Lower middle income,-10000,,,146
Lesotho,LSO,Lower middle income,1842,,,200100
Lesotho,LSO,Lower middle income,1967,1.854581673,1113,918931
Lesotho,LSO,Lower middle income,1891,,,262426
Lesotho,LSO,Lower middle income,1971,2.096061479,952,1059890
Lesotho,LSO,Lower middle income,1893,,,267446
Lesotho,LSO,Lower middle income,1973,2.259109312,1364,1135633
Lesotho,LSO,Lower middle income,1974,2.096144693,1414,1175376
Lesotho,LSO,Lower middle income,1896,,,275157
Lesotho,LSO,Lower middle income,2016,,2767,2143876
Lesotho,LSO,Lower middle income,0,,,8419
Lesotho,LSO,Lower middle income,1500,,,62396
Lesotho,LSO,Lower middle income,1913,,,349710
Lesotho,LSO,Lower middle income,1965,2.127413127,1054,860224
Lesotho,LSO,Lower middle income,1915,,,360217
Lesotho,LSO,Lower middle income,1916,,,365588
Lesotho,LSO,Lower middle income,1982,2.607315998,1576,1488398
Lesotho,LSO,Lower middle income,1957,,749,674070
Lesotho,LSO,Lower middle income,1750,,,95175
Lesotho,LSO,Lower middle income,1834,,,225048
Lesotho,LSO,Lower middle income,1835,,,221767
Lesotho,LSO,Lower middle income,1877,,,229817
Lesotho,LSO,Lower middle income,-1000,,,5612
Lesotho,LSO,Lower middle income,1400,,,54597
Lesotho,LSO,Lower middle income,1989,1.828178694,1804,1767094
Lesotho,LSO,Lower middle income,1881,,,238698
Lesotho,LSO,Lower middle income,1838,,,212208
Lesotho,LSO,Lower middle income,1939,,,572644
Lesotho,LSO,Lower middle income,-9000,,,219
Lesotho,LSO,Lower middle income,-8000,,,328
Lesotho,LSO,Lower middle income,-7000,,,492
Lesotho,LSO,Lower middle income,1887,,,252665
Lesotho,LSO,Lower middle income,1931,,,488062
Lesotho,LSO,Lower middle income,1932,,,497991
